,year_release,song_name,artist_name,popularity,danceability,energy,duration_ms,valence,interval
7624,1975,Bohemian Rhapsody - 2011 Mix,['Queen'],84,0.414,0.404,354320,0.224,1975-1979
7666,1999,終わりなき旅,['Mr.Children'],50,0.389,0.568,424360,0.166,1995-1999
7675,2008,Flavor Of Life,['Hikaru Utada'],53,0.587,0.87,293746,0.503,2005-2009
7687,2005,Jupiter,['Ayaka Hirahara'],53,0.333,0.577,361000,0.366,2005-2009
7710,2010,Oh Santa!,['Mariah Carey'],36,0.658,0.916,211000,0.522,2010-2014
7717,2014,Wet Dreamz,['J. Cole'],79,0.504,0.705,239320,0.584,2010-2014
7719,2014,Riptide,['Vance Joy'],78,0.484,0.731,204280,0.51,2010-2014
7731,2004,Mr. Brightside,['The Killers'],79,0.352,0.928,222106,0.239,2000-2004
7737,2013,Winter Wonderland,['Leona Lewis'],33,0.404,0.84,144133,0.682,2010-2014
7739,2012,Kataomoi,['miwa'],37,0.47,0.507,348666,0.396,2010-2014
7754,1993,Creep,['Radiohead'],82,0.515,0.43,238640,0.104,1990-1994
7760,2007,Umbrella,"['Rihanna', 'JAY-Z']",62,0.581,0.827,275986,0.549,2005-2009
7783,2008,エソラ,['Mr.Children'],45,0.547,0.899,304213,0.702,2005-2009
7828,2002,Can't Stop,['Red Hot Chili Peppers'],80,0.618,0.938,269000,0.875,2000-2004
7885,2011,100万回の「I love you」,['Rake'],58,0.566,0.886,238013,0.536,2010-2014
7886,1970,Your Song,['Elton John'],78,0.554,0.315,241786,0.325,1970-1974
7895,2012,Locked out of Heaven,['Bruno Mars'],52,0.728,0.697,233653,0.87,2010-2014
7921,2012,Vive Le Vent,['Dalida'],20,0.744,0.337,155120,0.802,2010-2014
7926,2013,Pompeii,['Bastille'],71,0.679,0.715,214147,0.571,2010-2014
7931,2004,Do They Know It's Christmas? - 1984 Version,['Band Aid'],9,0.599,0.642,222533,0.349,2000-2004
7953,1960,Dominick the Donkey (The Italian Christmas Donkey) [with Joe Reisman's Orchestra and Chorus],"['Lou Monte', ""Joe Reisman's Orchestra and Chorus""]",0,0.807,0.473,150746,0.963,1960-1964
7977,2011,The Christmas Song (Chestnuts Roasting On An Open Fire),"['Justin Bieber', 'Usher']",44,0.265,0.436,215160,0.159,2010-2014
7986,2004,Yeah!,"['Usher', 'Lil Jon', 'Ludacris']",0,0.881,0.788,250373,0.592,2000-2004
8000,2010,Christmas Lights,['Coldplay'],55,0.312,0.418,242495,0.237,2010-2014
8011,1982,Thriller,['Michael Jackson'],65,0.773,0.859,357266,0.813,1980-1984
8013,2011,Cold December Night,['Michael Bublé'],35,0.517,0.702,198266,0.414,2010-2014
8017,2007,What I've Done,['Linkin Park'],34,0.623,0.93,205613,0.287,2005-2009
8019,2014,Shake It Off,['Taylor Swift'],79,0.647,0.8,219200,0.942,2010-2014
8052,1998,I Wish You A Merry Christmas,['Bing Crosby'],8,0.417,0.17,113066,0.574,1995-1999
8093,1996,名もなき詩,['Mr.Children'],54,0.555,0.852,328173,0.7,1995-1999
8097,2013,Aoi,['Sakanaction'],49,0.474,0.858,256120,0.625,2010-2014
8105,2010,Happy Xmas (War Is Over) - Remastered,"['John Lennon', 'The Harlem Community Choir', 'The Plastic Ono Band', 'Yoko Ono']",57,0.328,0.607,213880,0.395,2010-2014
8111,1998,The Little Drummer Boy,['Bing Crosby'],22,0.643,0.131,177760,0.445,1995-1999
8117,2012,Call Me Maybe,['Carly Rae Jepsen'],77,0.783,0.58,193400,0.66,2010-2014
8162,1974,やさしさに包まれたなら,['Yumi Arai'],58,0.501,0.689,191726,0.616,1970-1974
8195,2010,Troublemaker,['ARASHI'],52,0.629,0.939,241112,0.91,2010-2014
8199,2002,Marie,['Johnny Hallyday'],18,0.386,0.434,236013,0.213,2000-2004
8240,1999,Say My Name,"[""Destiny's Child""]",77,0.713,0.678,271333,0.734,1995-1999
8244,1968,Think,['Aretha Franklin'],68,0.687,0.63,139733,0.926,1965-1969
8252,2014,Budapest,['George Ezra'],77,0.714,0.451,200720,0.406,2010-2014
8272,1960,Frosty The Snowman,['Ella Fitzgerald'],44,0.579,0.502,131733,0.836,1960-1964
8307,2014,桜坂,['Masaharu Fukuyama'],53,0.765,0.447,296680,0.461,2010-2014
8322,1994,"Hello, my friend",['Yumi Matsutoya'],53,0.658,0.499,273989,0.533,1990-1994
8335,2007,Love so Sweet,['ARASHI'],57,0.584,0.849,289845,0.707,2005-2009
8338,1994,Tomorrow never knows,['Mr.Children'],58,0.638,0.484,308293,0.405,1990-1994
8380,2011,キミシダイ列車,['ONE OK ROCK'],57,0.452,0.909,254746,0.849,2010-2014
8433,1991,Rockin' Around the Christmas Tree,['Brenda Lee'],39,0.682,0.641,126146,0.826,1990-1994
8442,1991,Smells Like Teen Spirit,['Nirvana'],75,0.502,0.912,301920,0.72,1990-1994
8465,1973,Step Into Christmas,['Elton John'],2,0.532,0.926,272393,0.814,1970-1974
8506,2014,Jingle Bell Rock,['The Vamps'],26,0.717,0.575,135206,0.883,2010-2014
8527,2007,愛をこめて花束を,['Superfly'],67,0.37,0.8,295600,0.451,2005-2009
8547,2010,果てない空,['ARASHI'],51,0.576,0.827,265278,0.655,2010-2014
8555,2006,ロビンソン,['SPITZ'],55,0.636,0.81,261053,0.622,2005-2009
8556,1975,I Believe in Father Christmas,['Greg Lake'],33,0.39,0.491,212106,0.445,1975-1979
8594,2007,Missing,['ELLEGARDEN'],20,0.408,0.986,207680,0.253,2005-2009
8606,2004,瞳をとじて,['Ken Hirai'],59,0.448,0.595,343240,0.33,2000-2004
8612,1991,Come and Get Your Love - Single Version,['Redbone'],32,0.731,0.804,205933,0.957,1990-1994
8674,2012,Good Time,"['Owl City', 'Carly Rae Jepsen']",11,0.554,0.878,205933,0.682,2010-2014
8723,2009,みんな空の下,['ayaka'],55,0.514,0.58,296213,0.475,2005-2009
8763,2003,One Wish (For Christmas),['Whitney Houston'],1,0.315,0.471,252240,0.126,2000-2004
8794,1967,What Christmas Means To Me,['Stevie Wonder'],5,0.478,0.542,147226,0.821,1965-1969
8801,1991,Rockin' Around The Christmas Tree - Single Version,['Brenda Lee'],8,0.691,0.402,125826,0.844,1990-1994
8803,2008,Love Story,['Taylor Swift'],69,0.618,0.741,235266,0.296,2005-2009
8827,1996,Superstition - Single Version,['Stevie Wonder'],0,0.65,0.658,239120,0.883,1995-1999
8850,2004,奏(かなで),['Sukima Switch'],68,0.519,0.666,328626,0.461,2000-2004
8891,2010,Joy To The World,['Lionel Richie'],0,0.538,0.513,159506,0.312,2010-2014
8916,2011,Shake up Christmas 2011 (Official Coca-Cola Christmas Song),['Natasha Bedingfield'],36,0.614,0.754,226586,0.685,2010-2014
8930,2000,My Only Wish (This Year),['Britney Spears'],16,0.665,0.844,255733,0.665,2000-2004
8940,2011,祈り花,['HIRAIDAI'],60,0.413,0.706,263480,0.58,2010-2014
8942,2010,"Let It Snow, Let It Snow, Let It Snow","['Kurt Nilsen', 'The Norwegian Radio Orchestra']",25,0.404,0.475,126200,0.655,2010-2014
8949,2006,恋におちたら,['Crystal Kay'],55,0.574,0.869,268786,0.598,2005-2009
8958,1988,Christmas In Hollis,['Run–D.M.C.'],43,0.819,0.702,178613,0.573,1985-1989
8975,2013,Royals,['Lorde'],80,0.674,0.428,190185,0.337,2010-2014
8979,1980,You Shook Me All Night Long,['AC/DC'],79,0.532,0.767,210173,0.755,1980-1984
9029,2014,Working Class Man,['Jimmy Barnes'],11,0.379,0.944,251093,0.389,2010-2014
9074,2012,ワイルド アット ハート,['ARASHI'],52,0.632,0.925,247295,0.71,2010-2014
9089,1984,Thank God It's Christmas - 2011 Remaster,['Queen'],42,0.304,0.42,261626,0.328,1980-1984
9105,2014,Movimento da sanfoninha - Ao vivo,['Anitta'],61,0.76,0.999,176608,0.0807,2010-2014
9110,2013,ないものねだり,['KANA-BOON'],62,0.471,0.77,262693,0.529,2010-2014
9117,1945,Mele Kalikimaka (Merry Christmas),"['Bing Crosby', 'The Andrews Sisters']",47,0.5,0.224,175333,0.62,1945-1949
9129,1999,First Love,['Hikaru Utada'],61,0.438,0.434,257293,0.195,1995-1999
9131,2004,メリクリ,['BoA'],47,0.362,0.532,332433,0.195,2000-2004
9135,2004,さくらんぼ,['Ai Otsuka'],53,0.516,0.852,233800,0.707,2000-2004
9137,1994,Stay Another Day,['East 17'],2,0.515,0.452,267480,0.456,1990-1994
9162,2013,All Me,"['Drake', '2 Chainz', 'Big Sean']",8,0.67,0.515,270866,0.422,2010-2014
9163,1994,Live Forever,['Oasis'],57,0.335,0.776,276866,0.219,1990-1994
9166,1957,Here Comes Santa Claus (Right Down Santa Claus Lane),['Elvis Presley'],44,0.573,0.235,115826,0.834,1955-1959
9191,1986,Laura,['Johnny Hallyday'],0,0.767,0.56,284533,0.75,1985-1989
9192,2014,Have Yourself A Merry Little Christmas,['Sam Smith'],8,0.426,0.177,170964,0.317,2010-2014
9193,2002,The Scientist,['Coldplay'],84,0.56,0.442,309600,0.212,2000-2004
9224,1959,Rudolph The Red-Nosed Reindeer,['Dean Martin'],46,0.478,0.201,135760,0.857,1955-1959
9271,1998,Natsuiro,['Yuzu'],23,0.588,0.89,202933,0.79,1995-1999
9284,2001,Wait & See ~リスク~,['Hikaru Utada'],0,0.638,0.899,288733,0.716,2000-2004
9301,2013,R U Mine?,['Arctic Monkeys'],58,0.288,0.758,201726,0.619,2010-2014
9326,2005,Red Hot,['ELLEGARDEN'],41,0.476,0.982,173746,0.285,2005-2009
9391,1977,The Chain - 2004 Remaster,['Fleetwood Mac'],64,0.522,0.755,269813,0.637,1975-1979
9410,2010,365日,['Mr.Children'],54,0.4,0.494,336946,0.194,2010-2014
9437,1996,Ahead By A Century,['The Tragically Hip'],54,0.742,0.567,223133,0.359,1995-1999
9447,2014,Beautiful,['HIRAIDAI'],55,0.548,0.589,232773,0.413,2010-2014
9452,1987,Driving Home for Christmas - 2019 Remaster,['Chris Rea'],47,0.513,0.583,241626,0.866,1985-1989
9467,1999,Pony,['Ginuwine'],73,0.749,0.605,251733,0.966,1995-1999
9483,2014,Somewhere Only We Know,['Lily Allen'],64,0.313,0.286,208504,0.287,2010-2014
9486,1957,Jingle Bell Rock,['Bobby Helms'],38,0.754,0.424,130973,0.806,1955-1959
9509,1975,Bohemian Rhapsody - Remastered 2011,['Queen'],27,0.414,0.404,354320,0.224,1975-1979
9512,2010,The Lazy Song,['Bruno Mars'],74,0.738,0.804,190213,0.949,2010-2014
9518,1998,Bobcaygeon,['The Tragically Hip'],57,0.391,0.755,295357,0.42,1995-1999
9522,2011,I'll Be Home for Christmas,['Michael Bublé'],39,0.282,0.101,264826,0.141,2010-2014
9528,2013,小さな恋のうた,['MONGOL800'],24,0.403,0.87,222520,0.549,2010-2014
9545,1993,ロマンスの神様,['Kohmi Hirose'],55,0.667,0.802,269283,0.556,1990-1994
9591,2014,Real Love,['Tom Odell'],57,0.363,0.205,141240,0.18,2010-2014
9609,2014,Bleib in der Schule,['Trailerpark'],4,0.629,0.822,264893,0.571,2010-2014
9663,2011,Flame Trees - 2011 Remastered,['Cold Chisel'],62,0.674,0.661,264373,0.628,2010-2014
9707,1994,恋しさと せつなさと 心強さと,['篠原涼子 with t.komuro'],51,0.59,0.855,262426,0.64,1990-1994
9718,1995,Gangsta's Paradise,"['Coolio', 'L.V.']",81,0.647,0.514,240693,0.387,1995-1999
9720,2013,Santa Baby,"['Ariana Grande', 'Liz Gillies']",51,0.748,0.778,170933,0.777,2010-2014
9730,1975,A Spaceman Came Travelling,['Chris de Burgh'],0,0.294,0.217,311573,0.0769,1975-1979
9759,1987,Have Yourself A Merry Little Christmas,['Pretenders'],0,0.337,0.143,267800,0.0722,1985-1989
9777,2006,NAO,['HY'],56,0.561,0.422,366773,0.255,2005-2009
9813,2011,Pieces of a Dream,['CHEMISTRY'],36,0.733,0.848,299813,0.716,2010-2014
9817,1999,First Love,['Hikaru Utada'],1,0.452,0.437,257293,0.19,1995-1999
9831,2005,何度でも,['DREAMS COME TRUE'],60,0.551,0.768,222760,0.35,2005-2009
9851,2012,Baby It's Cold Outside,"['John Travolta', 'Olivia Newton-John']",1,0.589,0.393,199880,0.458,2010-2014
9973,2001,Wonderful Dream (Holidays Are Coming) - Radio Version,['Melanie Thornton'],45,0.578,0.676,231933,0.524,2000-2004
9997,2014,Santa Tell Me,['Ariana Grande'],10,0.464,0.63,204093,0.527,2010-2014
10016,1990,Christmas Wrapping,['The Waitresses'],38,0.73,0.548,320800,0.813,1990-1994
10038,1978,勝手にシンドバッド,['サザンオールスターズ'],39,0.536,0.87,238640,0.853,1975-1979
10061,1997,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,"['The Notorious B.I.G.', 'Mase', 'Diddy']",73,0.845,0.884,257399,0.904,1995-1999
10090,2003,AM11:00,['HY'],57,0.601,0.688,319160,0.252,2000-2004
10106,2010,What You Know,['Two Door Cinema Club'],9,0.556,0.763,191400,0.814,2010-2014
10161,2001,Boys & Girls,['Ayumi Hamasaki'],52,0.56,0.985,233333,0.393,2000-2004
10178,1986,Careless Whisper,['George Michael'],63,0.583,0.545,302600,0.8,1985-1989
10224,2003,Breaking the Habit,['Linkin Park'],65,0.579,0.849,196906,0.581,2000-2004
10252,2007,Space Sonic,['ELLEGARDEN'],14,0.371,0.931,208546,0.469,2005-2009
10275,2003,Where Is The Love?,['Black Eyed Peas'],19,0.835,0.687,272533,0.828,2000-2004
10288,2005,全力少年,['Sukima Switch'],62,0.639,0.79,272746,0.733,2005-2009
10294,2011,Pumped Up Kicks,['Foster The People'],84,0.733,0.71,239600,0.965,2010-2014
10303,2007,Love so sweet,['ARASHI'],5,0.584,0.849,289845,0.707,2005-2009
10304,2002,白い恋人達,['Keisuke Kuwata'],49,0.417,0.613,280700,0.365,2000-2004
10311,2014,Winter Wonderland,"['Tony Bennett', 'Lady Gaga']",37,0.604,0.497,149306,0.72,2010-2014
10323,2003,Crazy In Love (feat. Jay-Z),"['Beyoncé', 'JAY-Z']",27,0.664,0.758,235933,0.701,2000-2004
10329,1996,White Christmas,"['The Drifters', 'Clyde McPhatter', 'Bill Pinkney']",29,0.61,0.318,168360,0.453,1995-1999
10339,1970,I Saw Mommy Kissing Santa Claus,['The Jackson 5'],9,0.574,0.603,181200,0.653,1970-1974
10342,2014,Do They Know It's Christmas? - 2014,['Band Aid 30'],40,0.626,0.541,228916,0.255,2010-2014
10362,2006,The Best Side Of Life,['Sarah Connor'],35,0.631,0.634,229333,0.554,2005-2009
10380,2007,Shadow of the Day,['Linkin Park'],10,0.534,0.393,290360,0.0641,2005-2009
10395,1992,Kessenwa Kinyoubi,['DREAMS COME TRUE'],31,0.728,0.661,283506,0.888,1990-1994
10423,1969,I Want You Back,['The Jackson 5'],76,0.469,0.538,176333,0.886,1965-1969
10429,1999,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"['Perry Como', 'The Fontane Sisters', 'Mitchell Ayres & His Orchestra']",51,0.725,0.276,155933,0.717,1995-1999
10436,1976,Somebody To Love - 2011 Mix,['Queen'],69,0.497,0.693,296493,0.358,1975-1979
10463,2011,花束,['back number'],63,0.519,0.713,286053,0.505,2010-2014
10475,2000,The Real Slim Shady,['Eminem'],80,0.949,0.661,284200,0.76,2000-2004
10499,2008,Christmas Time (Don't Let the Bells End),['The Darkness'],22,0.291,0.921,210413,0.373,2005-2009
10507,1975,A Spaceman Came Travelling,['Chris de Burgh'],41,0.339,0.218,311573,0.0691,1975-1979
10517,1945,I'll Be Home For Christmas,['Bing Crosby'],41,0.223,0.146,175173,0.176,1945-1949
10532,2003,One Wish (For Christmas),['Whitney Houston'],30,0.501,0.474,252240,0.134,2000-2004
10542,2014,Chandelier,['Sia'],79,0.399,0.787,216120,0.572,2010-2014
10619,2013,Rap God,['Eminem'],10,0.712,0.838,363521,0.607,2010-2014
10657,2001,Wait & See ~リスク~,['Hikaru Utada'],0,0.638,0.912,288733,0.68,2000-2004
10673,1999,I Want It That Way,['Backstreet Boys'],80,0.689,0.694,213306,0.482,1995-1999
10693,2007,しるし,['Mr.Children'],52,0.435,0.489,431613,0.299,2005-2009
10721,2012,My Only Wish (This Year),['Britney Spears'],24,0.664,0.741,255120,0.669,2010-2014
10750,1999,丸ノ内サディスティック,['Sheena Ringo'],63,0.425,0.916,235866,0.659,1995-1999
10751,2003,夏の思い出,['Ketsumeishi'],48,0.686,0.909,391733,0.818,2000-2004
10768,2014,Georgia,['Vance Joy'],65,0.388,0.66,230506,0.401,2010-2014
10794,2010,Love The Way You Lie,"['Eminem', 'Rihanna']",16,0.746,0.922,263373,0.638,2010-2014
10796,2003,Seven Nation Army,['The White Stripes'],59,0.753,0.457,231800,0.297,2000-2004
10818,2014,Vou Desafiar Você,['Mc Sapao'],53,0.644,0.898,239740,0.541,2010-2014
10828,1997,Hypnotize - 2014 Remaster,['The Notorious B.I.G.'],76,0.901,0.697,229826,0.67,1995-1999
10851,2013,Hikarie,['miwa'],45,0.563,0.908,292306,0.343,2010-2014
10862,2014,Maps,['Maroon 5'],76,0.742,0.713,189960,0.879,2010-2014
10876,1964,Rockin' Around The Christmas Tree,['Brenda Lee'],57,0.589,0.472,126266,0.898,1960-1964
10899,2012,Dreams and Nightmares,['Meek Mill'],72,0.631,0.774,230693,0.44,2010-2014
10915,2013,Levels - Radio Edit,['Avicii'],44,0.579,0.887,201920,0.472,2010-2014
10923,2000,Have Yourself a Merry Little Christmas,['Christina Aguilera'],43,0.244,0.274,243133,0.164,2000-2004
10973,2010,Universal Child,['Annie Lennox'],0,0.506,0.174,254320,0.137,2010-2014
10975,1987,Twelve Days Of Christmas - Single Version,"['Bing Crosby', 'The Andrews Sisters']",3,0.629,0.292,204040,0.83,1985-1989
11001,1991,どんなときも。,['Noriyuki Makihara'],56,0.691,0.809,304506,0.915,1990-1994
11012,1986,Je te promets,['Johnny Hallyday'],9,0.445,0.206,277466,0.123,1985-1989
11047,2012,Good Time,"['Owl City', 'Carly Rae Jepsen']",74,0.56,0.872,205933,0.681,2010-2014
11065,2013,The Beginning,['ONE OK ROCK'],62,0.36,0.983,292733,0.279,2010-2014
11070,2011,All I Want for Christmas Is New Year's Day,['Hurts'],35,0.553,0.669,274200,0.103,2010-2014
11076,2014,Dancin (feat. Luvli) - Krono Remix,"['Aaron Smith', 'Krono', 'Luvli']",83,0.72,0.741,198053,0.357,2010-2014
11092,2014,Style,['Taylor Swift'],70,0.588,0.791,231000,0.487,2010-2014
11120,2005,Sign,['Mr.Children'],56,0.601,0.51,321800,0.382,2005-2009
11127,1991,The Show Must Go On - 2011 Mix,['Queen'],71,0.426,0.687,277826,0.189,1990-1994
11134,2011,Titanium (feat. Sia),['David Guetta'],66,0.604,0.787,245040,0.301,2010-2014
11158,2004,スターフィッシュ,['ELLEGARDEN'],47,0.377,0.933,220720,0.433,2000-2004
11166,2002,Without Me,['Eminem'],83,0.908,0.669,290320,0.662,2000-2004
11184,2007,Driving Home for Christmas,['Chris Rea'],49,0.497,0.661,240213,0.894,2005-2009
11200,1987,Rockin' Around The Christmas Tree,['Mel & Kim'],39,0.578,0.589,223951,0.657,1985-1989
